,Inode (file unique ID),KB Allocated,File Size,Creation Time in days from today,Change Time in days from today,Modification time in days from today,Acces time in days from today,GID numeric ID for the group owner of the file,UID numeric ID for the owner of the file
646,100664164,256,556544,1447,1447,1540,1447,2003,785573
647,100664166,25024,25573268,1447,1447,2525,1447,2069,1000000092
648,100664167,64,4107,1447,1447,1807,1447,2019,638741
649,100664169,0,673,1447,1447,1632,1447,2023,881083
650,100664170,0,50,1447,1447,3142,1447,2035,762231
651,100664172,64,5530,1447,1447,1937,1447,2010,614955
652,100664174,64,4584,1447,1447,1632,1447,2023,881083
653,100664176,0,2,1447,1447,3142,1447,2035,762231
654,100664178,64,9842,1447,1447,1632,1447,2023,881083
655,100664183,0,42,1447,1447,2322,1447,2392,831677
656,100664184,0,198,1447,1447,3142,1447,2035,762231
657,100664186,64,5806,1447,1447,1937,1447,2010,614955
658,100664188,0,59,1447,1447,2322,1447,2392,831677
659,100664189,0,2544,1447,1093,2143,1050,2022,500120
660,100664190,0,3166,1447,1447,3142,1447,2035,762231
661,100664192,64,109192,1447,1447,1540,1447,2003,785573
662,100664194,0,10,1447,1447,2322,1447,2392,831677
663,100664195,64,39210,1447,1093,2143,1050,2022,500120
664,100664196,0,1626,1447,1447,3142,1447,2035,762231
665,100664198,0,467,1447,1447,1937,1447,2010,614955
666,100664199,0,618,1447,1447,2322,1447,2392,831677
667,100664200,0,602,1447,1447,3142,1447,2035,762231
668,100664203,64,8465,1447,1447,1937,1447,2010,614955
669,100664204,64,16659,1447,1447,3142,1447,2035,762231
670,100664205,64,30367,1447,1447,2961,1447,2392,831677
671,100664206,0,3211,1447,1447,1632,1447,2023,881083
672,100664209,64,28973,1447,1447,1632,1447,2023,881083
673,100664210,0,384,1447,1447,3131,1447,2035,762231
674,100664212,64,18923,1447,1447,1815,1447,2019,638741
675,100664213,0,50,1447,1447,3142,1447,2035,762231
676,100664216,64,6600,1447,1447,3131,1447,2035,762231
677,100664217,0,932,1447,1447,2234,1447,2170,753559
678,100664221,0,106,1447,1447,3142,1447,2035,762231
679,100664224,0,48,1447,1447,3142,1447,2035,762231
680,100664225,128,267752,1447,1447,1540,1447,2003,785573
681,100664226,64,12519,1447,1447,1815,1447,2019,638741
682,100664227,0,1896,1083,1083,1083,1083,2019,638741
683,100664228,0,309,1447,1447,2234,1447,2170,753559
684,100664231,0,3092,1447,1447,3142,1447,2035,762231
685,100664232,64,18166,1447,1093,2143,1050,2022,500120
686,100664233,128,80552,1447,1447,2961,1447,2392,831677
687,100664234,64,6156,1447,1447,1937,1447,2010,614955
688,100664237,0,2848,1447,1447,3131,1447,2035,762231
689,100664240,0,33,1447,1447,3131,1447,2035,762231
690,100664242,0,135,1447,1447,2234,1447,2170,753559
691,100664243,64,13876,1447,1447,1815,1447,2019,638741
692,100664245,0,225,1447,1447,2234,1447,2170,753559
693,100664246,192,417616,1447,1447,1540,1447,2003,785573
694,100664247,64,7372,1447,1447,1937,1447,2010,614955
695,100664248,0,27,1447,1447,3142,1447,2035,762231
696,100664249,0,1559,1447,1447,2234,1447,2170,753559
